author,text,publishedAt,likeCount
@ahmadibnsiri6493,Udah ayo ke jepang aja...,1 month ago,
@rafipahlevi1031,Om ded bahas ormas/premanisme om,5 months ago,
@EliaKotabumi,Tanya aja sama Jack dorsey,5 months ago,
@giran8,"Kerja hanya omon2 kayak gini, penontonnya banyak. Mending nonton Youtube KDM, omon2, kerja sambil selesaikan masalah warga dan bantu warga miskin. Kapan Dedy Corbuser bantu warga miskin. Hayo Dedy, jgn hanya omon2. Babtu lah warga yg susah",5 months ago,
@senimemahami,panggung sandiwara,5 months ago,
@queeneenaa,"Sejak jadi tituler, gw stop ntn, cuma gara2 ada fery gw buka lagi channel ini",2 months ago,
@mifthaakbie,ada apa dengan trio macan?,5 months ago,
@husnanafandi19,pa kabar bjorka,5 months ago,
@alima5588,Fery anak abah....,1 month ago,
@AndiFadel-p5p,Konten gibran yang dibahas yang mana sih,5 months ago,
@dihanrusdi,"Om ded
Undang kimi hime",5 months ago,
@adnanmaulana2334,"Tinggal telp lalu di tangkap.
Itu jawaban nya psikis bukan soal tangkap menangkap. Gimana sihh",5 months ago,
@KadekWidiantara-b1y,Makruf amin thun lalu juga afk kok gk ada yg brisik kyk skrng ya,5 months ago,
@dickyaldiansyah5454,gua ko malah nunggu ada yg blunder ya wkwkwk,5 months ago,
@jehanermansyah4164,guru gembul x ferry irwandi,5 months ago,
@2bunnies835,kesini karna ferry lol,1 month ago,
@testuser3639-e9z,nando demo,5 months ago,
@alimahrus646,Oposisi karena blm ditawarin jd stafsus aja,5 months ago,
@sawalsihite9390,Klo gk karena bang feri gk akan nonton podkes si botak ini lagi,5 months ago,
@al_farizi9947,HALAH PASTI ADA ADA INIHHH,5 months ago,
@ninogemilang1515,oke,5 months ago,
@mascodot74,"di kampung ku ga ada yg ngurusin ginian,pada sibuk ngurusin krjaan di kebun dan di sawah.",1 month ago,
@raisrakasiwi424,Kalau saya bilang fery ini seorang yg pembualan shok paling pinter kenyataanya adalah nol IQ katanya 140 saya bilang ini xuma halunasi,1 month ago,
@indratamtama5871,"hei ded.... 
klo MBG beracun kayak skrmg gini .. maka loe masih suruh paksa si azka makan ... ded....??",2 weeks ago,
@papakhay9714,Hoammm ngantuk,5 months ago,
@yoshiaprillio1345,Nunggu somasi hmm,5 months ago,
@zerotohero2454,Dragon dan garp lgi ngobrol.,1 month ago,
@SelametHariadi,kenapa harus ada ROKOK,5 months ago,
@dandungdwiyanto,Mbelgedes... Obrolan prettlahhhh....!!!,4 months ago,
@Andltya,Corbuziero Daguesquero,5 months ago,
@abdulazis1333,Tan malaka versi gen-z,1 month ago,
@rizalzalaludin261,Oh berarti tahu dong siapa fufufafa?,5 months ago,
@Uburubursachetan,Njiiirr gw Ga inget Kalau podcast ini pernah jadi podcast favorit gw.Seinget gw dah unsubs semenjak kasus bocah MBG,5 months ago,
@Suanang-g5t,Untuk apa bebas bicara ... Tapi gak ada guna nya . Apalagi bicara di bayar . Kan udah beda tujuan,5 months ago,
@yannyerawati7789,Kasihan sama DC....demi jabatan n pangkat jedral hadiah cerdas jadi lol.....pro Gibran....padahal kalau mau jujur DC pasti tau kalau Gibran gax mampu n gax pantas jadi Wapresss,5 months ago,
@bobbyricardo9667,"Trio macan 2000, resty cayah",4 months ago,
@ricchierahmadian8434,"Kirain wow,tau nya hah 🇲🇨",1 month ago,
@RIASBRI62,Bang Ferry bener aku tanya ? Bener ya...tolong dijawab (bisa DM) akun fufu fafa itu sebenarnya siapa ?,1 month ago (edited),
@bayudimas2713,Om ded manan nih ijazah...,4 months ago,
@hafidhkhalifah9702,"semoga om ded bisa menyampaikan kesimpulan dari podcast ini ke pemerintah ""kami siap selama pemerintah siap menampung kami"" dengan membuat ekosistem yang mendukung bonus demografi ini. dan kita sebagai pemuda stop lah konsumsi sesuatu yang brain rot, pasrah, depresi dll. semoga kita semua semakin maju",5 months ago,
@faizaembun5748,PLIN PLAN kadang A KAdang B... kalo dia duduk di pemerintah ancurrrr...,1 month ago,
@SheepShib,"dari aura 2 wajah ada terlihat canggung, perhatikan...",3 months ago,
@moh.mahdiyusuf9705,UNDANG ROCKY GERUNG,5 months ago,
@choiri2456,"Semoga bandar judol kena azab. Akun bot judol segera sadar. Sepet nih mata baca komen isinya judol semua. Capek laporin, kriting di jari.",5 months ago,
@HildanMuharam,Berarti tau fufufafa?,5 months ago,
@Habibipbip,"Kalo lu masih melihat sebuah konten dari suka ato tidak sukanya lu ke pribadi seseorang, ya jangan harap lu bisa paham mindset  yang mana beda posisi, beda opini, tp masih bilang temenan.",5 months ago,
@AgusPrayitno-f8p,bukan salah twitternya.. yang salah tuh pengguna yang salah menggunakannya.. karena kesalahan lu elon makin kaya,5 months ago,
@respectbldr,Panggil Roy suryo,5 months ago,
@jimmysimanjuntak9087,"Ded…ormas2 sdh meresahkan nih, kok kau tidak ada buat video komplain, video marah. Kalau sama anak2, apologet, kan cepat tuh keluar videomu, ada yg buka baju lagi kan. Apalagi kau kan letkol..cocoklah kau buat video marah2 sambil buka baju untuk ormas2 yg meresahkan itu.",5 months ago,
@Syakira-16q,Kapan bahas isu ijaza jokowi yg di duga palsu????? Lagi rame lho!!!berani gak????,5 months ago,
@MuhammadnazalulKhoiron-xb9tl,Somasi mana,5 months ago,
@SAHARA-SahabatHatidanRasa,Si Joni Paham gak yah?,5 months ago,
@sandroora2282,"Rokok yg di hisap om ded, rokok apa si?",3 months ago,
@reksosufie1526,Herkules,5 months ago,
@Dantealegh,Loren ipsum,5 months ago,
@SayaBai7373,Rokoknya omded apa ya?,5 months ago,
@muhammadfaqihhabibynasutio3552,ulah byorka,5 months ago,
@sawalawal4076,emank akun anonim siapa yg sdh ketahuan?,5 months ago,
@arisdwipurnomo7243,"Boleh ngerokok gak??
Kan muhamadiyah melarang umatny ngerokok",5 months ago,
@Junn5,Aman nih?,5 months ago,
@andipurbandi368,"Omongin  orang lain itu mudah, jadi komentator itu mudah...?
Kamu saya komentarin juga sangat mudah..?
Coba kamu komentarin dirimu sendiri, gak bakalan jadi duit...?
# yang waras ngalah #",1 month ago,
@AandamayantiDamayanti,Om binatangnya jangan di sebut dong.,3 weeks ago,
@yastohazel,Ferry ini kan deket sama Abah,1 month ago,
@dewamadesantana2674,Konsumsi domestik itu apa? Berapa konsumsi domestik indo? GDP opo? Bahasa tinggi2 susah dimengerti. Lapangan kerja diperbesar ? R n D kecil??? Sejak kapan R N D besar? R N D bagian apa? Gdp besar R N D kecil? Ngomong bahas tank ga nyambung om ded undang deh yg ahli beneran jgn yg happening aja,5 months ago,
@alipyouu0,corbuziero dagusquero,5 months ago,
@mazudhafiz1778,"Ini konten dewasa, dewasa ya",5 months ago,
@fercak4593,masalahnya utama itu KORUPTOR,5 months ago,
@ngasalasalan850,"Pendidikan,ekonomi,industrial itu semua berkesinambungan,ribet amat si",5 months ago,
@johngimbal8087,Gimana teror yg diterima sekelas RG,5 months ago,
@ecihhs5602,Oh ternyata orang ini ga suka gibran,1 month ago,
@febryamanda1427,Berarti fufufafa,5 months ago,
@WawanWawan-qu3qy,Gile ferry waktu di tv suara rakyat..behhh brani .......oknum yg intel di up ikut rusuh?aneh. .,1 month ago,
@RasikinSunardi,"Muter muter kaya dongeng,skip",1 month ago,
@ilhamdi7,irisan itu ada bagian yang sama cok . . .,5 months ago,
@Bang_Yusak_Sigalingging,ngeri ngeri sedap,5 months ago,
@sudantayasa1010,"Kenapa berharap ke wakil sih dedy, presiden indo bapaklu sendiri",5 months ago,
@danialia-n6c,"UNDANG LORD VLADIMR PUTIN, PLIIIIZZZZZZZZ",5 months ago,
@azizmuarif6770,Deddy tuh buzzernya pemerintah,5 months ago,
@randyalvaro2690,Kenapa undang dia karena dia provokator anak Abah jelas dia akan menuduh dalang dari kerusuhan adalah Gibran dan pak Jokowi,1 month ago,
@saputrodwi331,Lu bawa org ini jadi MLS liat potkes luu det,1 month ago,
@MuhamadIrsan-v7e,Om dead knp undang anak abah....mereka inilah yg buat kacao bangsa ini.....Karna semua itu Ulah junjungan dia Anis itu.,1 month ago,
@arinapriyanka887,29:50si Ferry ini sok pinter but in a way dgn dia keluar twitter dia mengadvokasi akun2 anon ganggu which at the end accomplish goal nya elon itu sendiri,5 months ago,
@DyanDyan-b4r,Cocok bersanding sama salsa dia. Musuh no.1 negara,1 month ago,
@Forgetme39,kenapa beli tank tiba tiba di geser ke cina ya ........,5 months ago,
@rullyabbas8457,gw tkut ni orang ilang,5 months ago,
@Syukuryadhi,Bukn bawaan tp bts kmampuannya segitu,1 month ago,
@ichwinalichwinal1239,Ternyata Ferry .. termul juga .. Rakyat sdh ditipu jugaaa .. ga jauh dr Juragan nya …,3 weeks ago,
@babilutongbabi6709,Feri irwandi tu siapa ya?,5 months ago,
@kanaloke8722,Kenapa ga fokus ke koruptor dlu. ITU HULU !!!!!!,5 months ago,
@BambangHerdianaRudi,GELO,5 months ago,
@bananadesign2276,Botak gw kira profesor pinter bgt. Ternyata kelapa doang ..,5 months ago,
@kusumohadi6484,Gurita gak apa2 Asal fair bayar pajak atau system berusaha fair,1 month ago,
@ranggaradit352,Beririsan ya ada sedikit kesamaan,5 months ago,
@adityapratama7899,"Aneh kok Wapresnya yg jdi sorotan 
Kena apa gk dri dulu, di sorot yg jdi Wapres 
Cuma aneh dan geliii",4 months ago,
@sujadsujadyo9158,Fery irwandi ini bagian dr kelompok anak abah....,1 month ago,
@bagusdwiminarno1106,Bahkan di Podcast ini si stafsus masih mau belain Tuannya. Shame on You. Sorry bye Dagusquarero,5 months ago,
@rubah4390,"Feri kan ternak unta,ya mesti belain  anis,dia sering kumpul anis",1 month ago,
@award4413,Belajar sejarah ke belakang lah  si Feri ada kaitan anak abah kah ?,1 month ago,
@dwihartonofile6124,Fufufafa,5 months ago,
@MuhammadAdrian-u1j,Jaminannya apa lita bakan seperti negara china?kalau jadi korut gimna?,5 months ago,
@AdeGatot-dz1fj,Tapi nggak sopan merokok sambil ngobrol ininkan penontonnya buanyak sekali,1 month ago,
@sutarsotarso283,Anak abah ini,1 month ago,
@syukdiansyahbuyung2374,"Hati hati bro dalam system pencitraan alurnya adalah pro dan kontra.keduanya dalam genggaman Oligarki.. aktornya nya para buzzer..artis,tokoh politik, tokoh agama youtuber,tiktoker, aktivis.dll.semua bekerja sesuai arahan oligarki.. artinya ketika pran pertama tidak populer LG maka akan timbul kontra.dr golongan yg sama.paham ya.solusinya kalau masalah negara berjalan di tempat TDK kunjung baik.konspirasi meracuni negara anda.omon omon doang.kayak Roky garong.Busett.",1 month ago,
@Ouhgituya,hm,3 months ago,
@gangsarprasetyo7413,Info somasi,5 months ago,
@laey1000,Ya kalo gw sih ngak percaya sama dia Dedy  motivator cuma bisa omong ngak bisa kerja  bagi gw lebih baik yang dikit ngomong banyak kerja dari pada banyak omong ngak bisa kerja dia jg di suruh jadi lurah pasti ngak bisa kerja,1 month ago,
@gandijayasaputra979,"agak ribet penjelasan ferry gk usah bahasa inggris gtu kami masyarakat dgn pendidikan yg rendah, gk bisa nalar",3 weeks ago,
@andricardilite8413,"Bahas Indonesia ya hopeless.. Sia2 pembahasan apapun.. Masalah utama nya cuma 1,merubah sistem bernegara nya.. Pemerintahan yang harus kompeten,amanah, bekerja untuk rakyat.. Dan itu mustahil.. Dan untuk oligarki? Apakah 9 naga oligarki? Iyakah? Bagaimana dengan Cen****, M,J,S, J? Apalah itu bukan oligarki sesungguhnya yang tidak mungkin tersentuh? Balik lagi, untuk koruptor, SELURUH pemerintahan korup kok.. Apakah berani buka2an bahwa korupsi masuknya ke dana partai? Makanya uu pemiskinan susah di sah-kan.. Ga ada yang bersih.. Mengakar dari sana, Indonesia ga kekurangan orang pintar kok.. Tapi bedanya Indonesia dengan negara lain-nya.. Negara lain mencari orang"" pintar untuk kemajuan negara, negara harus bisa auto pilot buat membantu pengembangan.. Sedangkan Indonesia, orang pintar harus di bungkam, iq 78 dan kebodohan di pelihara supaya bisa di gerak-kan pihak tertentu.. Paling mudah ya dengan SARA.. SARA adalah bom waktu, senjata yang paling mudah",5 months ago,
@aderaihanfadlurrahman5650,njir irisan gatau tapi malah sok tau,5 months ago,
@CuntikaCassidy,"Dedi pasti bela pemerintah lah,.. ga ky dulu...",4 months ago,
@hadifianwidjaja3603,Ada masalah apa orang ini dengan Gibran ?,5 months ago,
@kadekgunamadi5571,Teori konspirasi ini??,5 months ago,
@Wira_Freick,op,5 months ago,1
@IntanMedischa,terhalang buzzer dan influencer,4 weeks ago,
@HeriBlaugrana,Ferry itu siapa?,5 months ago,
@yossycovalina1802,Ngapain usul ngundang fufufafa..paling cuma aak uukk aja..nggak ada isinya..bikin emosi jiwa & pembodohan anak muda..ntar maluuu punya wapres nggak ada kwalitasnya.,5 months ago,
@GanzR13,Fakk x sebahaya ituu,5 months ago,
@everymarsh9266,"lu nantang2 orang, dukun dll, ya jelass lu banyak musuh ferrrr wkwkwkw isi takut disadap pemerintah gayaaa nyaaa",5 months ago,
@rickyychia,Ngomong ngasal19:06,5 months ago,
@MilaMila-t6y,"Lo, usaha kok udah jadi wapres, seharusnya sebelum jadi dong..",5 months ago,
@fauzan9517,Undang narsum korban scam Myanmar,5 months ago,
@festayumpi7868,Kapan bahas ijazah palsu7?,5 months ago,
@TantiErmawati-q8b1s,Lebih baik tidak merokok di media,1 month ago,
@ajisansoko7280,"Semua orang yg katanya pinter,dan banyak omong kok rata2 nol kerja ya ... Termasuk saya sendiri,",1 month ago,
@Blum-l4f,Wapres kosong melompong,5 months ago,
@eddyharyadi4573,Tapi Gibran lebih cerdas dari kalian,5 months ago,
@Lailynsf,dia ngomongin pendidikan?,3 months ago,
@santikadana4812,ferry irwandy lebih cerdas dari mas botak.,5 months ago,
@agusibnujalawaja,"Roi S , Feri Irw ini orang² tdk waras lihat ketawanya setiap omong ketawa tiap omong ketawa",1 month ago,
@ahmadsafrudin7915,"Mulailah konspirasi, ... Rakyat mah object doank.",1 month ago,
@CatatanHafiz,Terimakasih saya uninstall x,5 months ago,
@rizalsuwarno5851,Om deddy kepala doang botak,1 month ago,
@detiantisriirawati9446,udh gw unsubscribe nih podcast kesini gr2 ada ferry,5 months ago,
@klk10,Om ded kebanyakan ngomong,5 months ago,
@29pierrekang,ok gas uninstall twitter dan delete account,1 month ago,
@muhamadromadhonsudesi1904,ji,5 months ago,
@NandaMuhammad-db2dz,BAHAS ORMAS,5 months ago,
@AhmadMunif-i7p,Salah satu barisan iri hati,5 months ago,
@infinity03-q1c,Perang dagang cina as yang untung singapura,5 months ago,
@Radensarijoyo99,Cuma pinter ngomong anak skrg,1 month ago,
@sriwidodo.o,fufufafa,5 months ago,
@fabionawi556,pandai bicara kayak junjunganya si wabah.,1 month ago,
@KJL02,"Om Ded, Tolong Buanglah Sampah Pada Tempatnya",1 month ago,
@RiskiahmadmaosulRiski,𝐑 𝐀 𝐃 𝐀 𝐑 𝟏𝟑𝟖tuh emang bener-bener ngebantu banget pas gue lagi butuh dana super urgent,5 months ago,
@ArabPeaaaa,"karna ada ferry  doang kesini, sisanya males ngeliat votak ngejilat P.",5 months ago,
@JhonWick-x1f,Fufufafa ga bisa gawe,5 months ago,
@JekiLanding,Fufufafa aib nasional,1 month ago,
@puricendan5001,Dedi itu bisa apaaaa,1 month ago,
@wongpribumi98,Capek liat manusia 1 ini...om dedi..lebay,1 month ago,
@Mrkttobvcrty-vx2wl,"Semua aktivis pasti bilang terancam ,benar apa salah itu lagu lama cuma aransemen baru,rakyat korban persepsi ,tidak pernah tau pasti",1 month ago,
@Gigabytesvix,YA MEMENG BGITU FER SOALNYA MASYARAKAT INDONESIA RATA2 GUOBLOCK NYA GK KETULUNGAN LAGI,5 months ago,
@goodgame4927,"Dari gaya bicara dan gerak verbal, seperti orang yg sok",5 months ago,
@Tio-k3f,FUFU FAFA,3 months ago,
@marinusradjakudji5648,So asyik nih ferry,5 months ago,
@YUNIERNAWATI-f2c,kayak  si haris azhar ne si feri banyak bacot terlalu banyak dongeng sutradara film kayaknya ente cocok,1 month ago,
@uzy92,next rocky gerung,5 months ago,
@berkahselaluselamanya9550,Anomali botak yg meresahkan,5 months ago,
@kalei3278,Halah,5 months ago,
@victorwardoyo2639,"Semua teori, kebanyakan busa",4 months ago,
@rudiyanto5467,Liat dan dengar bicaranya sombong sekali..,5 months ago,
@slamet_widodo,Dedy kebanyakan motong,5 months ago,
@SonyX5-d6b,otw delete account X..............,3 weeks ago,
@user-ud2yj6rr5l,penjilat anis ketauan. liat potongan brutal,1 month ago,
@Farkhanfauzan24,Brisik!,5 months ago,
@hadipurnomo2838,Beban negara',5 months ago,
@gondala,Cocoklogi lagi....,1 month ago,
@indra_1593,ciri grub kontra gov. gk berani tanggung resiko.,5 months ago,
@imanuelnully5886,"Anak Abah ini, hati2 pengadu domba dgn sistematiklagu lama kaset asuuuu",1 month ago,
@KevinTejakusuma208,Skip ada FERRY IRWANDI,5 months ago,
